,Status,Meal plan identifier,Segmentation,Lenght of the stay,Day of week,Room type ok,Non refundable
1911,Confirmed,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard City View,Free cancellation
1912,Confirmed,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard City View,Free cancellation
1913,Confirmed,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
1914,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
1915,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
1916,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
1917,Confirmed,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
1918,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
1919,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
1920,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
1921,Confirmed,BB,Flash sales / Boxes,4,Weekend,Double Deluxe,Free cancellation
1922,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
1923,Confirmed,BB,Travel agency,14,Not Weekend,Double Standard,Free cancellation
1924,Confirmed,RO,Online Travel agency,6,Not Weekend,Double Standard,Non refundable
1925,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
1926,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
1927,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
1928,Confirmed,RO,Direct reservation / Walk-in,10,Not Weekend,Double Standard,Free cancellation
1929,Confirmed,RO,Direct reservation / Walk-in,9,Not Weekend,Double Standard,Free cancellation
1930,Confirmed,RO,Direct reservation / Walk-in,10,Not Weekend,Double Standard,Free cancellation
1931,Confirmed,BB,Travel agency,14,Not Weekend,Double Standard,Free cancellation
1932,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1933,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
1934,Confirmed,RO,Direct reservation / Walk-in,4,Weekend,Double Standard,Free cancellation
1935,Confirmed,BB,Online Travel agency,7,Weekend,Double Standard,Free cancellation
1936,Confirmed,BB,Flash sales / Boxes,7,Weekend,Double Standard,Free cancellation
1937,Confirmed,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
1938,Confirmed,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
1939,Confirmed,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
1940,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double London Eye view,Free cancellation
1941,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
1942,Confirmed,RO,Online Travel agency,4,Not Weekend,Double Standard,Non refundable
1943,Confirmed,RO,Online Travel agency,4,Not Weekend,Double Standard,Non refundable
1944,Confirmed,RO,Online Travel agency,4,Not Weekend,Triple Standard,Non refundable
1945,Confirmed,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
1946,Confirmed,RO,Direct reservation / Walk-in,5,Not Weekend,Double Deluxe,Free cancellation
1947,Confirmed,RO,Direct reservation / Walk-in,5,Not Weekend,Triple Standard,Free cancellation
1948,Confirmed,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
1949,Confirmed,BB,Flash sales / Boxes,7,Not Weekend,Double Standard,Free cancellation
1950,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
1951,Confirmed,RO,Direct reservation / Walk-in,2,Not Weekend,Junior Suite,Non refundable
1952,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard City View,Non refundable
1953,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
1954,Confirmed,BB,Online Travel agency,5,Weekend,Double Standard,Free cancellation
1955,Confirmed,BB,Online Travel agency,5,Weekend,Double Standard,Free cancellation
1956,Confirmed,BB,Online Travel agency,5,Weekend,Double Standard,Free cancellation
1957,Confirmed,RO,Online Travel agency,4,Weekend,Double Standard,Non refundable
1958,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard City View,Non refundable
1959,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Non refundable
1960,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Non refundable
1961,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
1962,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
1963,Confirmed,BB,Travel agency,7,Weekend,Double Standard,Free cancellation
1964,Confirmed,BB,Travel agency,7,Weekend,Double Standard,Free cancellation
1965,Confirmed,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
1966,Confirmed,RO,Direct reservation / Walk-in,7,Weekend,Double Standard,Free cancellation
1967,Confirmed,RO,Direct reservation / Walk-in,7,Weekend,Double Standard,Free cancellation
1968,Confirmed,RO,Direct reservation / Walk-in,7,Weekend,Double Standard,Free cancellation
1969,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
1970,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
1971,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
1972,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
1973,Confirmed,RO,Online Travel agency,5,Weekend,Double Standard City View,Free cancellation
1974,Confirmed,BB,Tour Operator,1,Weekend,Double Standard,Free cancellation
1975,Confirmed,BB,Flash sales / Boxes,6,Weekend,Double Deluxe,Free cancellation
1976,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
1977,Confirmed,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
1978,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1979,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1980,Confirmed,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
1981,Confirmed,BB,Tour Operator,5,Not Weekend,Double Standard,Free cancellation
1982,Confirmed,BB,Tour Operator,5,Not Weekend,Double Standard,Free cancellation
1983,Confirmed,BB,Online Travel agency,1,Not Weekend,Triple Standard,Free cancellation
1984,Confirmed,BB,Online Travel agency,1,Not Weekend,Double Deluxe,Free cancellation
1985,Confirmed,BB,Tour Operator,7,Not Weekend,Double Standard City View,Free cancellation
1986,Confirmed,RO,Direct reservation / Walk-in,3,Not Weekend,Double Deluxe,Non refundable
1987,Confirmed,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
1988,Confirmed,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
1989,Confirmed,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
1990,Confirmed,BB,Flash sales / Boxes,4,Weekend,Double Standard,Free cancellation
1991,Confirmed,RO,Direct reservation / Walk-in,4,Not Weekend,Double Deluxe,Free cancellation
1992,Confirmed,BB,Tour Operator,6,Not Weekend,Double Standard,Free cancellation
1993,Confirmed,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
1994,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard City View,Free cancellation
1995,Confirmed,BB,Tour Operator,2,Not Weekend,Double Standard City View,Free cancellation
1996,Confirmed,RO,Direct reservation / Walk-in,6,Weekend,Double Standard,Free cancellation
1997,Confirmed,RO,Online Travel agency,1,Weekend,Double Standard,Non refundable
1998,Confirmed,RO,Online Travel agency,3,Weekend,Double Standard,Non refundable
1999,Confirmed,RO,Direct reservation / Walk-in,5,Weekend,Double Standard,Free cancellation
2000,Cancelled,BB,Online Travel agency,6,Not Weekend,Double Standard,Free cancellation
2001,No show,RO,Global Distribution Systems (GDS),9,Not Weekend,Double Standard,Free cancellation
2002,Cancelled,BB,Travel agency,2,Not Weekend,Triple Standard,Free cancellation
2003,Cancelled,BB,Online Travel agency,12,Not Weekend,Double Standard,Free cancellation
2004,Cancelled,BB,Tour Operator,5,Not Weekend,Double Standard,Free cancellation
2005,Cancelled,BB,Tour Operator,5,Not Weekend,Double Standard,Free cancellation
2006,Cancelled,BB,Tour Operator,5,Not Weekend,Double Standard,Free cancellation
2007,Cancelled,BB,Tour Operator,5,Not Weekend,Double Standard,Free cancellation
2008,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
2009,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard City View,Free cancellation
2010,No show,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
2011,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2012,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2013,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2014,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2015,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2016,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2017,Cancelled,BB,Flash sales / Boxes,3,Not Weekend,Double Deluxe,Free cancellation
2018,Cancelled,BB,Flash sales / Boxes,7,Not Weekend,Double Deluxe,Free cancellation
2019,Cancelled,BB,Flash sales / Boxes,7,Not Weekend,Double Deluxe,Free cancellation
2020,Cancelled,BB,Flash sales / Boxes,7,Not Weekend,Double Deluxe,Free cancellation
2021,Cancelled,RO,Online Travel agency,11,Not Weekend,Double Deluxe,Free cancellation
2022,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
2023,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2024,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2025,Cancelled,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2026,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2027,Cancelled,RO,Online Travel agency,14,Not Weekend,Double Standard,Non refundable
2028,Cancelled,RO,Online Travel agency,14,Not Weekend,Double Standard,Non refundable
2029,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2030,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
2031,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Junior Suite,Free cancellation
2032,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2033,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2034,Cancelled,BB,Online Travel agency,4,Not Weekend,Double Deluxe,Free cancellation
2035,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2036,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2037,Cancelled,BB,Travel agency,6,Not Weekend,Double Standard,Free cancellation
2038,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
2039,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2040,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double London Eye view,Free cancellation
2041,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2042,No show,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard City View,Free cancellation
2043,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2044,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
2045,Cancelled,BB,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
2046,Cancelled,BB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
2047,Cancelled,BB,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
2048,Cancelled,BB,Travel agency,2,Weekend,Double Standard,Free cancellation
2049,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard City View,Free cancellation
2050,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2051,Cancelled,BB,Travel agency,1,Weekend,Double Standard,Free cancellation
2052,Cancelled,BB,Online Travel agency,7,Weekend,Double Standard,Free cancellation
2053,Cancelled,RO,Global Distribution Systems (GDS),1,Weekend,Double Deluxe,Free cancellation
2054,Cancelled,BB,Travel agency,1,Weekend,Double Standard,Free cancellation
2055,Cancelled,BB,Travel agency,1,Weekend,Double Standard,Free cancellation
2056,Cancelled,BB,Corporate/Mice,2,Weekend,Double Standard,Free cancellation
2057,Cancelled,RO,Direct reservation / Walk-in,6,Weekend,Double Standard,Free cancellation
2058,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2059,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
2060,Cancelled,BB,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
2061,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2062,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2063,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2064,No show,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2065,Cancelled,BB,Global Distribution Systems (GDS),4,Not Weekend,Double Deluxe,Free cancellation
2066,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2067,Cancelled,BB,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
2068,Cancelled,BB,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
2069,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2070,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
2071,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
2072,Cancelled,BB,Travel agency,5,Not Weekend,Triple Standard,Free cancellation
2073,Cancelled,BB,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
2074,No show,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2075,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2076,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2077,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2078,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2079,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2080,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
2081,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2082,Cancelled,RO,Corporate/Mice,2,Not Weekend,Junior Suite,Free cancellation
2083,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
2084,No show,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
2085,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
2086,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2087,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2088,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2089,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2090,No show,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2091,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Non refundable
2092,No show,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
2093,Cancelled,HB,Online Travel agency,13,Not Weekend,Double Standard,Free cancellation
2094,Cancelled,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
2095,Cancelled,BB,Flash sales / Boxes,1,Not Weekend,Double Deluxe,Free cancellation
2096,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2097,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Non refundable
2098,Cancelled,BB,Flash sales / Boxes,3,Not Weekend,Double Deluxe,Free cancellation
2099,Cancelled,BB,Flash sales / Boxes,3,Not Weekend,Double Deluxe,Free cancellation
2100,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
2101,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2102,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2103,Cancelled,BB,Tour Operator,1,Not Weekend,Double Standard,Free cancellation
2104,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2105,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
2106,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
2107,Cancelled,RO,Direct reservation / Walk-in,2,Weekend,Double Standard City View,Free cancellation
2108,Cancelled,BB,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
2109,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2110,Cancelled,RO,Direct reservation / Walk-in,1,Weekend,Double Standard City View,Free cancellation
2111,Cancelled,BB,Flash sales / Boxes,3,Weekend,Double Deluxe,Free cancellation
2112,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard City View,Free cancellation
2113,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2114,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2115,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Non refundable
2116,Cancelled,RO,Online Travel agency,1,Weekend,Triple Standard,Free cancellation
2117,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Non refundable
2118,Cancelled,BB,Flash sales / Boxes,2,Weekend,Double Deluxe,Free cancellation
2119,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard City View,Non refundable
2120,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
2121,No show,BB,Flash sales / Boxes,3,Weekend,Double Deluxe,Free cancellation
2122,Cancelled,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Free cancellation
2123,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard City View,Free cancellation
2124,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2125,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard City View,Free cancellation
2126,No show,RO,Online Travel agency,1,Weekend,Double Standard,Non refundable
2127,No show,RO,Last minute app,1,Weekend,Double Standard,Non refundable
2128,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
2129,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2130,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2131,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2132,Cancelled,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
2133,No show,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2134,Cancelled,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2135,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2136,Cancelled,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
2137,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2138,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2139,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2140,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2141,Cancelled,BB,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
2142,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2143,Cancelled,RO,Online Travel agency,1,Not Weekend,Triple Standard,Free cancellation
2144,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2145,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2146,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2147,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2148,No show,RO,Online Travel agency,10,Not Weekend,Double Standard,Free cancellation
2149,Cancelled,BB,Travel agency,10,Not Weekend,Double Standard,Free cancellation
2150,Cancelled,BB,Tour Operator,10,Not Weekend,Double Standard,Free cancellation
2151,Cancelled,BB,Tour Operator,10,Not Weekend,Double Standard,Free cancellation
2152,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2153,Cancelled,RO,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
2154,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2155,Cancelled,BB,Flash sales / Boxes,7,Not Weekend,Double Standard,Free cancellation
2156,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2157,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2158,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2159,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2160,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2161,No show,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2162,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2163,Cancelled,BB,Tour Operator,1,Not Weekend,Double Standard,Free cancellation
2164,Cancelled,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2165,Cancelled,RO,Travel agency,7,Not Weekend,Double Standard,Free cancellation
2166,Cancelled,BB,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
2167,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2168,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
2169,Cancelled,BB,Tour Operator,5,Not Weekend,Double Standard,Free cancellation
2170,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2171,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2172,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2173,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2174,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2175,Cancelled,BB,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
2176,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
2177,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
2178,Cancelled,BB,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
2179,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2180,No show,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2181,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2182,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2183,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2184,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2185,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2186,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2187,Cancelled,BB,Online Travel agency,4,Not Weekend,Double Standard City View,Free cancellation
2188,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
2189,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2190,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
2191,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
2192,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2193,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2194,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
2195,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2196,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2197,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2198,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2199,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Deluxe,Free cancellation
2200,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2201,No show,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
2202,No show,BB,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
2203,No show,RO,Last minute app,1,Not Weekend,Double Standard,Non refundable
2204,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
2205,Cancelled,RO,Online Travel agency,7,Not Weekend,Double Standard,Non refundable
2206,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
2207,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
2208,Cancelled,RO,Direct reservation / Walk-in,4,Not Weekend,Double Standard,Free cancellation
2209,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
2210,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2211,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2212,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
2213,Cancelled,RO,Direct reservation / Walk-in,10,Not Weekend,Double Standard,Free cancellation
2214,Cancelled,BB,Corporate/Mice,7,Not Weekend,Double Standard,Free cancellation
2215,No show,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
2216,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2217,Cancelled,RO,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
2218,Cancelled,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2219,Cancelled,BB,Online Travel agency,3,Weekend,Double Standard,Free cancellation
2220,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2221,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2222,Cancelled,RO,Direct reservation / Walk-in,2,Weekend,Double Standard City View,Free cancellation
2223,Cancelled,RO,Direct reservation / Walk-in,2,Weekend,Double Standard City View,Free cancellation
2224,Cancelled,RO,Direct reservation / Walk-in,1,Weekend,Double London Eye view,Free cancellation
2225,Cancelled,RO,Direct reservation / Walk-in,1,Weekend,Double Standard City View,Free cancellation
2226,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2227,No show,RO,Direct reservation / Walk-in,2,Weekend,Double Standard,Non refundable
2228,Cancelled,BB,Direct reservation / Walk-in,1,Weekend,Double Standard City View,Free cancellation
2229,Cancelled,BB,Direct reservation / Walk-in,1,Weekend,Double Standard City View,Free cancellation
2230,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Non refundable
2231,No show,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
2232,Cancelled,RO,Online Travel agency,7,Weekend,Double Deluxe,Free cancellation
2233,Cancelled,RO,Direct reservation / Walk-in,7,Weekend,Double Deluxe,Free cancellation
2234,Cancelled,RO,Direct reservation / Walk-in,7,Weekend,Double Deluxe,Free cancellation
2235,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
