,Status,Meal plan identifier,Segmentation,Lenght of the stay,Day of week,Room type ok,Non refundable
2236,Cancelled,BB,Corporate/Mice,1,Weekend,Double Standard,Free cancellation
2237,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2238,Cancelled,BB,Online Travel agency,7,Weekend,Double Standard,Free cancellation
2239,Cancelled,BB,Tour Operator,6,Weekend,Double Standard,Free cancellation
2240,No show,BB,Corporate/Mice,3,Weekend,Double Standard,Free cancellation
2241,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2242,Cancelled,BB,Travel agency,1,Weekend,Double Standard,Free cancellation
2243,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2244,Cancelled,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
2245,Cancelled,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
2246,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2247,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2248,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2249,Cancelled,RO,Direct reservation / Walk-in,7,Not Weekend,Double London Eye view,Free cancellation
2250,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2251,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2252,No show,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
2253,Cancelled,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
2254,Cancelled,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2255,No show,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2256,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2257,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
2258,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2259,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2260,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2261,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2262,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2263,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2264,Cancelled,RO,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2265,Cancelled,RO,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2266,Cancelled,BB,Travel agency,5,Not Weekend,Double Standard,Free cancellation
2267,Cancelled,RO,Global Distribution Systems (GDS),12,Not Weekend,Double Standard,Free cancellation
2268,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2269,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2270,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2271,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2272,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2273,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2274,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2275,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2276,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2277,Cancelled,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2278,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2279,Cancelled,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2280,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2281,No show,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
2282,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2283,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2284,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2285,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2286,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2287,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2288,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2289,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2290,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2291,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
2292,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
2293,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
2294,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
2295,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
2296,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
2297,Cancelled,RO,Online Travel agency,6,Not Weekend,Double Standard,Free cancellation
2298,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
2299,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
2300,Cancelled,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
2301,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
2302,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2303,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2304,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2305,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2306,Cancelled,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
2307,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2308,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2309,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2310,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Triple Standard,Free cancellation
2311,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
2312,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
2313,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
2314,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2315,No show,BB,Flash sales / Boxes,1,Not Weekend,Double Standard,Free cancellation
2316,Cancelled,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
2317,Cancelled,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
2318,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
2319,Cancelled,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
2320,No show,BB,Flash sales / Boxes,2,Not Weekend,Double Deluxe,Free cancellation
2321,No show,RO,Online Travel agency,2,Not Weekend,Double Standard,Non refundable
2322,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2323,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2324,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2325,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
2326,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2327,Cancelled,BB,Tour Operator,4,Weekend,Double Standard,Free cancellation
2328,Cancelled,BB,Travel agency,3,Weekend,Double Standard,Free cancellation
2329,Cancelled,RO,Global Distribution Systems (GDS),4,Weekend,Double Standard,Free cancellation
2330,No show,RO,Global Distribution Systems (GDS),4,Weekend,Double Standard,Free cancellation
2331,Cancelled,BB,Online Travel agency,3,Weekend,Double Standard,Free cancellation
2332,Cancelled,BB,Online Travel agency,3,Weekend,Double Standard,Free cancellation
2333,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2334,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2335,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2336,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
2337,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2338,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2339,Cancelled,BB,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2340,Cancelled,BB,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2341,Cancelled,BB,Online Travel agency,4,Weekend,Double Standard,Free cancellation
2342,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
2343,Cancelled,BB,Global Distribution Systems (GDS),7,Weekend,Double Standard,Free cancellation
2344,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2345,Cancelled,BB,Travel agency,1,Weekend,Double Standard,Free cancellation
2346,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2347,No show,RO,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
2348,Cancelled,HB,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
2349,No show,RO,Online Travel agency,6,Not Weekend,Double Standard,Free cancellation
2350,Cancelled,BB,Corporate/Mice,4,Not Weekend,Double Standard,Free cancellation
2351,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2352,Cancelled,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
2353,Cancelled,BB,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
2354,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2355,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2356,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2357,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Non refundable
2358,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2359,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2360,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2361,Cancelled,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
2362,Cancelled,RO,Travel agency,1,Not Weekend,Double Standard,Free cancellation
2363,Cancelled,RO,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
2364,Cancelled,BB,Travel agency,3,Not Weekend,Triple Standard,Free cancellation
2365,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2366,No show,RO,Online Travel agency,2,Not Weekend,Double Standard,Non refundable
2367,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
2368,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
2369,Cancelled,BB,Global Distribution Systems (GDS),3,Not Weekend,Double Standard,Free cancellation
2370,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2371,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
2372,Cancelled,RO,Global Distribution Systems (GDS),2,Not Weekend,Double Standard,Free cancellation
2373,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
2374,Cancelled,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2375,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2376,No show,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
2377,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2378,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2379,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
2380,Cancelled,RO,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2381,Cancelled,HB,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
2382,Cancelled,RO,Online Travel agency,6,Not Weekend,Double Standard,Free cancellation
2383,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
2384,No show,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
2385,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2386,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2387,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2388,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2389,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2390,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2391,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
2392,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2393,Cancelled,BB,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
2394,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2395,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2396,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2397,Cancelled,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2398,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2399,Cancelled,BB,Global Distribution Systems (GDS),2,Not Weekend,Double Standard,Free cancellation
2400,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
2401,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Non refundable
2402,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2403,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2404,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2405,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Non refundable
2406,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard City View,Non refundable
2407,No show,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
2408,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2409,Cancelled,BB,Global Distribution Systems (GDS),1,Not Weekend,Double Standard,Free cancellation
2410,No show,RO,Global Distribution Systems (GDS),1,Not Weekend,Double Deluxe,Free cancellation
2411,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
2412,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2413,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2414,No show,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2415,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
2416,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2417,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2418,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2419,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2420,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
2421,No show,BB,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
2422,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
2423,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
2424,Cancelled,RO,Global Distribution Systems (GDS),2,Not Weekend,Double Standard,Non refundable
2425,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard City View,Free cancellation
2426,Cancelled,BB,Online Travel agency,4,Weekend,Double Standard,Free cancellation
2427,Cancelled,RO,Online Travel agency,7,Weekend,Double Standard,Free cancellation
2428,Cancelled,BB,Travel agency,3,Weekend,Triple Standard,Free cancellation
2429,Cancelled,BB,Tour Operator,7,Weekend,Double Standard,Free cancellation
2430,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard City View,Free cancellation
2431,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
2432,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
