Numero Reserva,Cliente Comercial,Fecha llegada,Fecha de salida,Tipo de habitación,Estado,Identificador régimen alimenticio,Tarifa,Fecha de Creación,Nº de pax del tipo 1 alojados,Fecha de cancelación,VIP,Identificador segmento de mercado,Identificador procedencia de negocio,País,Identificador de canal
4903555,AIR CANADA VACATIONS,10/3/2019,15/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,4/2/2019,2,,,TTOO,CAN,CA,EMAIL
4903901,WEB H10,8/3/2019,12/3/2019,DBLSTD,Confirmada,HB,W_BAR,4/2/2019,2,,,DIR,DIR,ES,WEB
4903975,TRAVELCLICK,3/3/2019,5/3/2019,DBLSTD,Confirmada,BB,C_BAR/10%,4/2/2019,1,,,CORP,EMP,US,GDS
4905175,RED LETTER DAYS,2/3/2019,3/3/2019,DBLSTD,Confirmada,BB,BFL_RED,4/2/2019,2,,,ONL,ONL,GB,EMAIL
4905176,RED LETTER DAYS,13/3/2019,14/3/2019,DBLSTD,Confirmada,BB,BFL_RED,4/2/2019,2,,,ONL,ONL,GB,EMAIL
4905252,EXPEDIA,11/3/2019,16/3/2019,DBLSTD,Confirmada,RO,X_BAR_NR,4/2/2019,1,,,ONL,ONL,US,XML
4905402,CLUB H10,10/3/2019,15/3/2019,DBLSTD,Confirmada,RO,W_BAR,4/2/2019,1,,,DIR,DIR,ES,WEB
4905455,CLUB H10,10/3/2019,15/3/2019,DBLSTD,Confirmada,RO,W_BAR,4/2/2019,1,,,DIR,DIR,ES,WEB
4906298,SENSATIONS DU MONDE,9/3/2019,10/3/2019,TPLSTD,Confirmada,BB,F_W18_S19,4/2/2019,2,,,TTOO,FRA,FR,EMAIL
4906413,ITF,17/2/2019,3/3/2019,DBLSTD,Confirmada,BB,W_ITF,4/2/2019,1,,5,CORP,ONL,GB,WEB
4907260,WEB H10,5/3/2019,8/3/2019,DBLSTD,Confirmada,RO,W_BAR_NR,4/2/2019,2,,,DIR,DIR,ES,WEB
4907281,WEB H10,5/3/2019,8/3/2019,DBLSTD,Confirmada,RO,W_BAR_NR,4/2/2019,1,,,DIR,DIR,ES,WEB
4908489,BOOKING.COM,9/3/2019,13/3/2019,DBLSTD,Confirmada,RO,X_BAR_NR,5/2/2019,2,,,ONL,ONL,,XML
4908908,GO AHEAD TOURS _ EF CULTURAL,4/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,1,,,TTOO,USA,CH,EMAIL
4908909,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4908910,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4908961,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4908962,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4908963,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4908964,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4908965,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4908996,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,1,,,TTOO,USA,CH,EMAIL
4908997,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,S_GOAH19,11/6/2018,1,,,TTOO,USA,CH,EMAIL
4908999,GO AHEAD TOURS _ EF CULTURAL,4/3/2019,8/3/2019,DBLSTD__2,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4909000,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD__2,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4909001,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD__2,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4909002,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD__2,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4909003,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD__2,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4909004,GO AHEAD TOURS _ EF CULTURAL,5/3/2019,8/3/2019,DBLSTD__2,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4909006,GO AHEAD TOURS _ EF CULTURAL,3/3/2019,8/3/2019,DBLSTD__2,Confirmada,BB,S_GOAH19,11/6/2018,2,,,TTOO,USA,CH,EMAIL
4909260,RED LETTER DAYS,9/3/2019,10/3/2019,DBLSTD,Confirmada,BB,BFL_RED,5/2/2019,2,,,ONL,ONL,GB,EMAIL
4909383,SUNHOTELS,1/3/2019,3/3/2019,DBLSTD,Confirmada,BB,X_BAR_NR,5/2/2019,2,,,ONL,ONL,LI,XML
4909463,D-FINE,13/3/2019,15/3/2019,DBLSTD,Confirmada,BB,C_160/180,5/2/2019,1,,3,CORP,EMP,DE,EMAIL
4909491,FLIGHT CENTRE UK Ltd,27/2/2019,1/3/2019,DBLSTD,Confirmada,BB,C_155/175,5/2/2019,1,,,CORP,EMP,GB,GDS
4912117,RTS,12/3/2019,14/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,5/2/2019,2,,,TTOO,ASIA,CN,EMAIL
4912160,CAPITA BUSINESS TRAVEL,4/3/2019,7/3/2019,DBLSTD,Confirmada,BB,C_163/183,5/2/2019,1,,,CORP,EMP,GB,GDS
4912233,CAPITA BUSINESS TRAVEL,3/3/2019,4/3/2019,DBLSTD,Confirmada,BB,C_163/183,5/2/2019,1,,,CORP,EMP,GB,GDS
4912234,RED LETTER DAYS,11/3/2019,13/3/2019,DBLSTD,Confirmada,BB,BFL_RED,5/2/2019,2,,,ONL,ONL,GB,EMAIL
4912444,BOOKING.COM,28/2/2019,4/3/2019,DBLDLX,Confirmada,RO,X_BAR_NR,5/2/2019,2,,,ONL,ONL,,XML
4915940,BOOKING.COM,28/2/2019,1/3/2019,DBLSTDST,Confirmada,RO,X_BAR_NR,6/2/2019,1,,,ONL,ONL,,XML
4915981,BOOKING.COM,28/2/2019,1/3/2019,DBLSTDST,Confirmada,RO,X_BAR_NR,6/2/2019,1,,,ONL,ONL,,XML
4916405,WIS-WELCOMEBEDS,11/3/2019,15/3/2019,DBLSTD,Confirmada,BB,X_BAR_NR,6/2/2019,2,,,ONL,ONL,ES,XML
4916406,WIS-WELCOMEBEDS,11/3/2019,15/3/2019,DBLSTD,Confirmada,BB,X_BAR_NR,6/2/2019,2,,,ONL,ONL,ES,XML
4917196,CAPITA BUSINESS TRAVEL,7/3/2019,8/3/2019,DBLSTD,Confirmada,RO,C_BAR/10%,6/2/2019,1,,,CORP,EMP,GB,GDS
4917698,BOOKING.COM,13/3/2019,14/3/2019,DBLSTD,Confirmada,BB,X_BAR,6/2/2019,1,,,ONL,ONL,,XML
4921139,SUNHOTELS,15/3/2019,16/3/2019,DBLSTD,Confirmada,BB,X_BAR_NR,7/2/2019,2,,,ONL,ONL,LI,XML
4921179,CLICK TRAVEL,5/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_155/175,7/2/2019,1,,5,CORP,EMP,GB,GDS
4921380,DER TOURISTIK DEUTSCHLAND,1/3/2019,4/3/2019,DBLSTDST,Confirmada,BB,F_W18_S19,7/2/2019,2,,,TTOO,GER,DE,EMAIL
4921547,WEB H10,28/2/2019,1/3/2019,DBLSTD,Confirmada,BB,W_BAR_NR,7/2/2019,2,,,DIR,DIR,ES,WEB
4921626,EXPEDIA,28/2/2019,1/3/2019,DBLSTD,Confirmada,BB,X_BAR_NR,7/2/2019,1,,,ONL,ONL,US,XML
4921640,BOOK A TABLE-LIVE BOOKINGS,11/3/2019,15/3/2019,DBLSTD,Confirmada,BB,C_160/180,7/2/2019,1,,,CORP,EMP,GB,EMAIL
4921674,DIRECT,6/3/2019,7/3/2019,DBLSTD,Confirmada,RO,B_BAR,7/2/2019,1,,,DIR,DIR,ES,EMAIL
4923454,COMPANIES,5/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_165/185,7/2/2019,1,,5,CORP,EMP,ES,EMAIL
4923460,COMPANIES,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,C_165/185,7/2/2019,1,,5,CORP,EMP,ES,EMAIL
4923484,COMPANIES,5/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_165/185,7/2/2019,1,,5,CORP,EMP,ES,EMAIL
4923487,COMPANIES,4/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_165/185,7/2/2019,1,,5,CORP,EMP,ES,EMAIL
4925232,EXPEDIA,7/3/2019,11/3/2019,DBLSTDST,Confirmada,BB,X_B_PKNR,7/2/2019,2,,,ONL,ONL,US,XML
4926861,TRAVELCLICK,27/2/2019,1/3/2019,DBLSTD,Confirmada,BB,C_145/165,8/2/2019,1,,,CORP,EMP,US,GDS
4927147,CLUB H10,5/3/2019,7/3/2019,DBLSTD,Confirmada,RO,W_BAR,8/2/2019,1,,,DIR,DIR,ES,WEB
4927276,CLUB H10,28/2/2019,1/3/2019,DBLSTD,Confirmada,RO,W_BAR_NR,8/2/2019,1,,,DIR,DIR,ES,WEB
4927683,RED LETTER DAYS,9/3/2019,10/3/2019,DBLSTD,Confirmada,BB,BFL_RED,8/2/2019,2,,,ONL,ONL,GB,EMAIL
4927824,TRAVELCLICK,6/3/2019,8/3/2019,DBLSTD,Confirmada,RO,C_BAR/10%,8/2/2019,1,,,CORP,EMP,US,GDS
4928050,CWT GLOBAL ESPAÑA,12/3/2019,15/3/2019,DBLSTD,Confirmada,RO,B_BAR,8/2/2019,1,,,CORP,EMP,ES,GDS
4928442,FLIGHT CENTRE UK Ltd,5/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_155/175,8/2/2019,1,,,CORP,EMP,GB,GDS
4929143,RED LETTER DAYS,15/3/2019,16/3/2019,DBLSTD,Confirmada,BB,BFL_RED,8/2/2019,2,,,ONL,ONL,GB,EMAIL
4929257,RED LETTER DAYS,2/3/2019,3/3/2019,DBLSTD,Confirmada,BB,BFL_RED,8/2/2019,2,,,ONL,ONL,GB,EMAIL
4929595,ACCESS BOOKINGS,3/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_138/158,8/2/2019,1,,,CORP,EMP,GB,GDS
4929597,ACCESS BOOKINGS,3/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_138/158,8/2/2019,1,,,CORP,EMP,GB,GDS
4929598,ACCESS BOOKINGS,3/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_138/158,8/2/2019,1,,,CORP,EMP,GB,GDS
4929599,ACCESS BOOKINGS,3/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_138/158,8/2/2019,1,,,CORP,EMP,GB,GDS
4929600,ACCESS BOOKINGS,3/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_138/158,8/2/2019,1,,,CORP,EMP,GB,GDS
4929612,SUPERBREAK MINI HOLIDAYS,6/3/2019,8/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,8/2/2019,2,,,TTOO,UK,GB,EMAIL
4929632,ACCESS BOOKINGS,3/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_138/158,8/2/2019,1,,,CORP,EMP,GB,GDS
4929633,ACCESS BOOKINGS,3/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_138/158,8/2/2019,1,,,CORP,EMP,GB,GDS
4929634,ACCESS BOOKINGS,3/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_138/158,8/2/2019,1,,,CORP,EMP,GB,GDS
4930010,WEB H10,11/3/2019,12/3/2019,DBLSTDST,Confirmada,RO,W_BAR_NR,8/2/2019,2,,,DIR,DIR,ES,WEB
4930721,AGODA COMPANY PTE,6/3/2019,10/3/2019,DBLSTD,Confirmada,RO,X_B_PKNR,8/2/2019,2,,1,ONL,ONL,SG,XML
4931131,BOOKING.COM,1/3/2019,4/3/2019,DBLSTDST,Confirmada,RO,X_BAR_NR,8/2/2019,2,,,ONL,ONL,,XML
4932674,RED LETTER DAYS,8/3/2019,9/3/2019,DBLSTD,Confirmada,BB,BFL_RED,9/2/2019,2,,,ONL,ONL,GB,EMAIL
4933242,RED LETTER DAYS,9/3/2019,10/3/2019,DBLSTD,Confirmada,BB,BFL_RED,9/2/2019,2,,,ONL,ONL,GB,EMAIL
4934553,BOOKING.COM,9/3/2019,13/3/2019,DBLSTD,Confirmada,BB,X_BAR,9/2/2019,1,,,ONL,ONL,,XML
4934554,BOOKING.COM,9/3/2019,13/3/2019,DBLSTD,Confirmada,BB,X_BAR,9/2/2019,1,,,ONL,ONL,,XML
4935259,AGODA COMPANY PTE,5/3/2019,11/3/2019,DBLSTD,Confirmada,RO,X_B_PKNR,10/2/2019,2,,,ONL,ONL,SG,XML
4938709,RED LETTER DAYS,9/3/2019,10/3/2019,DBLSTD,Confirmada,BB,BFL_RED,11/2/2019,2,,,ONL,ONL,GB,EMAIL
4938786,EXPEDIA,5/3/2019,7/3/2019,DBLSTD,Confirmada,RO,X_BAR,11/2/2019,1,,,ONL,ONL,US,XML
4938850,TATE,11/3/2019,13/3/2019,DBLSTD,Confirmada,BB,C_155/175,11/2/2019,1,,,CORP,EMP,GB,EMAIL
4938901,TATE,11/3/2019,13/3/2019,DBLSTD,Confirmada,BB,C_155/175,11/2/2019,1,,,CORP,EMP,GB,EMAIL
4939801,SENSATIONS DU MONDE,1/3/2019,4/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,11/2/2019,2,,,TTOO,FRA,FR,EMAIL
4941215,COMPANIES,8/3/2019,12/3/2019,DBLSTD,Confirmada,BB,C_150/170,11/2/2019,2,,,CORP,EMP,ES,EMAIL
4941247,TRAVELCLICK,27/2/2019,1/3/2019,DBLSTD,Confirmada,RO,C_180/200R,11/2/2019,1,,,CORP,EMP,US,GDS
4941249,TRAVELCLICK,4/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_145/165,11/2/2019,1,,,CORP,EMP,US,GDS
4941320,RED LETTER DAYS,28/2/2019,1/3/2019,DBLSTD,Confirmada,BB,BFL_RED,11/2/2019,2,,,ONL,ONL,GB,EMAIL
4941334,TRAVELCLICK,5/3/2019,8/3/2019,DBLSTD,Confirmada,BB,C_145/165,11/2/2019,1,,,CORP,EMP,US,GDS
4941362,RED LETTER DAYS,8/3/2019,9/3/2019,DBLSTD,Confirmada,BB,BFL_RED,11/2/2019,2,,,ONL,ONL,GB,EMAIL
4944005,BOOKING.COM,11/3/2019,12/3/2019,DBLSTD,Confirmada,RO,X_BAR_NR,12/2/2019,1,,,ONL,ONL,,XML
4944295,CAPITA BUSINESS TRAVEL,11/3/2019,12/3/2019,DBLSTD,Confirmada,BB,C_BAR/10%,12/2/2019,1,,,CORP,EMP,GB,GDS
4944298,ACCESS BOOKINGS,6/3/2019,7/3/2019,DBLSTD,Confirmada,BB,C_138/158,12/2/2019,1,,,CORP,EMP,GB,GDS
4944428,KUONI GLOBAL TRAVEL SERVICES,1/3/2019,5/3/2019,DBLSTD__2,Confirmada,BB,S_GTA_1819,24/1/2019,2,,,TTOO,NO,CH,EMAIL
4944429,KUONI GLOBAL TRAVEL SERVICES,1/3/2019,5/3/2019,DBLSTD__2,Confirmada,BB,S_GTA_1819,24/1/2019,2,,,TTOO,NO,CH,EMAIL
4944430,KUONI GLOBAL TRAVEL SERVICES,1/3/2019,5/3/2019,DBLSTD__2,Confirmada,BB,S_GTA_1819,24/1/2019,2,,,TTOO,NO,CH,EMAIL
4944431,KUONI GLOBAL TRAVEL SERVICES,1/3/2019,5/3/2019,DBLSTD__2,Confirmada,BB,S_GTA_1819,24/1/2019,2,,,TTOO,NO,CH,EMAIL
4944445,KUONI GLOBAL TRAVEL SERVICES,1/3/2019,5/3/2019,DBLSTD,Confirmada,BB,S_GTA_1819,24/1/2019,2,,,TTOO,NO,CH,EMAIL
4944446,KUONI GLOBAL TRAVEL SERVICES,1/3/2019,5/3/2019,DBLSTD,Confirmada,BB,S_GTA_1819,24/1/2019,1,,,TTOO,NO,CH,EMAIL
4944447,KUONI GLOBAL TRAVEL SERVICES,1/3/2019,5/3/2019,DBLSTD,Confirmada,BB,S_GTA_1819,24/1/2019,1,,,TTOO,NO,CH,EMAIL
4944449,KUONI GLOBAL TRAVEL SERVICES,1/3/2019,4/3/2019,DBLSTD,Confirmada,BB,S_GTA_1819,24/1/2019,1,,,TTOO,NO,CH,EMAIL
4944535,ABBEY (UK) TRAVEL LTD,2/3/2019,4/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,12/2/2019,2,,,TTOO,NO,GB,EMAIL
4945316,SUPERBREAK MINI HOLIDAYS,5/3/2019,7/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,12/2/2019,2,,,TTOO,UK,GB,EMAIL
4945628,ITF,26/2/2019,1/3/2019,DBLSTD__2,Confirmada,BB,G_BASE_20,8/1/2019,2,,,CORP,UK,GB,EMAIL
4945742,ITF,26/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4945879,ITF,25/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946021,ITF,25/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946024,ITF,26/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946085,ITF,26/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946089,ITF,25/2/2019,3/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,5,CORP,UK,GB,EMAIL
4946118,ITF,26/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946163,ITF,25/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946221,ITF,25/2/2019,3/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946229,ITF,26/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946233,ITF,25/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946239,ITF,27/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946290,ITF,26/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946337,ITF,26/2/2019,1/3/2019,DBLSTD,Confirmada,BB,G_BASE_20,8/1/2019,1,,,CORP,UK,GB,EMAIL
4946344,SENSATIONS DU MONDE,9/3/2019,10/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,12/2/2019,2,,,TTOO,FRA,FR,EMAIL
4946394,CWT GLOBAL ESPAÑA,13/3/2019,15/3/2019,DBLSTD,Confirmada,BB,C_160/180,12/2/2019,1,,,CORP,EMP,ES,GDS
4946830,EGENCIA UK,26/2/2019,1/3/2019,DBLSTD,Confirmada,RO,C_180/200R,12/2/2019,1,,,CORP,EMP,GB,GDS
4946860,EGENCIA UK,26/2/2019,1/3/2019,DBLSTD,Confirmada,RO,C_180/200R,12/2/2019,1,,,CORP,EMP,GB,GDS
4947023,TRAVELCLICK,6/3/2019,7/3/2019,DBLSTD,Confirmada,BB,C_145/165,12/2/2019,1,,5,CORP,EMP,US,GDS
4947256,RED LETTER DAYS,4/3/2019,5/3/2019,DBLSTD,Confirmada,BB,BFL_RED,12/2/2019,2,,,ONL,ONL,GB,EMAIL
4947441,CLUB H10,12/3/2019,16/3/2019,DBLSTDST,Confirmada,RO,W_BAR,12/2/2019,1,,,DIR,DIR,ES,WEB
4948494,WEB H10,11/3/2019,14/3/2019,DBLSTD,Confirmada,RO,W_BAR_NR,12/2/2019,2,,,DIR,DIR,ES,WEB
4950304,EXPEDIA,4/3/2019,5/3/2019,DBLSTD,Confirmada,RO,X_BAR_NR,13/2/2019,1,,,ONL,ONL,US,XML
4950518,TRAVEL REPUBLIC,10/3/2019,16/3/2019,DBLSTD,Confirmada,BB,X_BAR_NR,13/2/2019,1,,,ONL,ONL,GB,XML
4950697,CLICK TRAVEL,11/3/2019,12/3/2019,DBLSTD,Confirmada,BB,C_BAR/10%,13/2/2019,1,,5,CORP,EMP,GB,GDS
4950698,FLIGHT CENTRE UK Ltd,13/3/2019,16/3/2019,DBLSTD,Confirmada,BB,C_160/180,13/2/2019,1,,,CORP,EMP,GB,GDS
4951022,AGODA COMPANY PTE,12/3/2019,15/3/2019,DBLSTD,Confirmada,BB,X_B_PKNR,13/2/2019,1,,,ONL,ONL,SG,XML
4951701,BOOKING.COM,12/3/2019,13/3/2019,DBLSTD,Confirmada,RO,X_BAR,13/2/2019,1,,,ONL,ONL,,XML
4951702,BOOKING.COM,12/3/2019,13/3/2019,DBLSTD,Confirmada,RO,X_BAR,13/2/2019,1,,,ONL,ONL,,XML
4951703,BOOKING.COM,12/3/2019,13/3/2019,DBLSTD,Confirmada,RO,X_BAR,13/2/2019,1,,,ONL,ONL,,XML
4952051,EXPEDIA,6/3/2019,8/3/2019,DBLSTD,Confirmada,RO,X_BAR_NR,13/2/2019,1,,,ONL,ONL,US,XML
4952411,AGODA COMPANY PTE,10/3/2019,11/3/2019,DBLSTD,Confirmada,RO,X_B_PKNR,13/2/2019,1,,,ONL,ONL,SG,XML
4952412,AGODA COMPANY PTE,10/3/2019,11/3/2019,DBLSTD,Confirmada,RO,X_B_PKNR,13/2/2019,1,,,ONL,ONL,SG,XML
4952470,EXPEDIA,11/3/2019,12/3/2019,DBLSTD,Confirmada,BB,X_BAR_NR,13/2/2019,1,,,ONL,ONL,US,XML
4952588,CLUB H10,10/3/2019,12/3/2019,DBLSTD,Confirmada,RO,W_BAR_NR,13/2/2019,1,,,DIR,DIR,ES,WEB
4952589,CLUB H10,10/3/2019,12/3/2019,DBLSTD,Confirmada,RO,W_BAR_NR,13/2/2019,2,,,DIR,DIR,ES,WEB
4952697,FLIGHT CENTRE UK Ltd,4/3/2019,6/3/2019,DBLSTD,Confirmada,BB,C_155/175,13/2/2019,1,,,CORP,EMP,GB,GDS
4954238,CLUB H10,1/3/2019,2/3/2019,DBLSTD,Confirmada,RO,W_BAR_NR,13/2/2019,2,,,DIR,DIR,ES,WEB
4955213,AGODA COMPANY PTE,7/3/2019,10/3/2019,DBLSTD,Confirmada,RO,X_B_PKNR,13/2/2019,2,,,ONL,ONL,SG,XML
4955937,GATE 1 TRAVEL,2/3/2019,6/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,14/2/2019,2,,,TTOO,USA,US,EMAIL
4956934,FLIGHT CENTRE UK Ltd,4/3/2019,5/3/2019,DBLSTD,Confirmada,BB,C_180/200,14/2/2019,1,,,CORP,EMP,GB,GDS
4957080,ERICSSON,6/3/2019,7/3/2019,DBLSTD,Confirmada,RO,C_140/160R,14/2/2019,1,,5,CORP,EMP,GB,EMAIL
4957737,BCD TRAVEL GERMANY,5/3/2019,7/3/2019,DBLSTD,Confirmada,RO,C_BAR/10%,14/2/2019,1,,,CORP,EMP,DE,GDS
4957739,BCD TRAVEL GERMANY,5/3/2019,7/3/2019,DBLSTD,Confirmada,RO,C_BAR/10%,14/2/2019,1,,,CORP,EMP,DE,GDS
4957981,HRS PAYMENT SOLUTIONS GMBH,2/3/2019,4/3/2019,DBLSTD,Confirmada,RO,C_180/200R,14/2/2019,1,,,CORP,ONL,DE,XML
4958274,COMPANIES,27/2/2019,1/3/2019,DBLSTD,Confirmada,BB,B_BAR,14/2/2019,1,,9,CORP,EMP,ES,EMAIL
4958332,BCD TRAVEL BUSINESS SPAIN,11/3/2019,15/3/2019,DBLSTD,Confirmada,RO,C_BAR/10%,14/2/2019,1,,,CORP,EMP,ES,GDS
4958339,RED LETTER DAYS,2/3/2019,3/3/2019,DBLSTD,Confirmada,BB,BFL_RED,14/2/2019,2,,,ONL,ONL,GB,EMAIL
4958396,TRAVELCLICK,11/3/2019,15/3/2019,DBLSTD,Confirmada,RO,C_BAR/10%,14/2/2019,1,,,CORP,EMP,US,GDS
4958573,ITF,28/2/2019,1/3/2019,DBLSTD,Confirmada,BB,W_ITF,14/2/2019,1,,,CORP,ONL,GB,WEB
4959893,EXPEDIA,11/3/2019,12/3/2019,DBLSTD,Confirmada,RO,X_BAR_NR,15/2/2019,1,,,ONL,ONL,US,XML
4960185,WIS-WELCOMEBEDS,3/3/2019,7/3/2019,DBLSTD,Confirmada,BB,X_BAR,15/2/2019,1,,,ONL,ONL,ES,XML
4960186,WIS-WELCOMEBEDS,3/3/2019,7/3/2019,DBLSTD,Confirmada,BB,X_BAR,15/2/2019,1,,,ONL,ONL,ES,XML
4960188,WIS-WELCOMEBEDS,3/3/2019,7/3/2019,DBLSTD,Confirmada,BB,X_BAR,15/2/2019,1,,,ONL,ONL,ES,XML
4960190,WIS-WELCOMEBEDS,3/3/2019,7/3/2019,DBLSTD,Confirmada,BB,X_BAR,15/2/2019,1,,,ONL,ONL,ES,XML
4960192,WIS-WELCOMEBEDS,3/3/2019,7/3/2019,DBLSTD,Confirmada,BB,X_BAR,15/2/2019,1,,,ONL,ONL,ES,XML
4960193,WIS-WELCOMEBEDS,3/3/2019,7/3/2019,DBLSTD,Confirmada,BB,X_BAR,15/2/2019,1,,,ONL,ONL,ES,XML
4960195,WIS-WELCOMEBEDS,3/3/2019,7/3/2019,DBLSTD,Confirmada,BB,X_BAR,15/2/2019,1,,,ONL,ONL,ES,XML
4960197,WIS-WELCOMEBEDS,3/3/2019,7/3/2019,DBLSTD,Confirmada,BB,X_BAR,15/2/2019,1,,,ONL,ONL,ES,XML
4961302,EXPEDIA,6/3/2019,7/3/2019,DBLSTD,Confirmada,RO,X_BAR_NR,15/2/2019,1,,,ONL,ONL,US,XML
4961831,BOOKING.COM,9/3/2019,10/3/2019,DBLSTDST,Confirmada,RO,X_BAR_NR,15/2/2019,2,,,ONL,ONL,,XML
4961922,DE JONG INTRA,8/3/2019,11/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,15/2/2019,2,,,TTOO,HOL,NL,EMAIL
4962011,HRS PAYMENT SOLUTIONS GMBH,3/3/2019,5/3/2019,DBLSTD,Confirmada,BB,C_180/200,15/2/2019,1,,,CORP,UK,DE,EMAIL
4962809,EUROPE EXPRESS,9/3/2019,10/3/2019,DBLSTD,Confirmada,BB,F_W18_S19,15/2/2019,2,,,TTOO,USA,US,EMAIL
