Numero Reserva,Cliente Comercial,Fecha llegada,Fecha de salida,Tipo de habitación,Estado,Identificador régimen alimenticio,Tarifa,Fecha de Creación,Nº de pax del tipo 1 alojados,Fecha de cancelación,VIP,Identificador segmento de mercado,Identificador procedencia de negocio,País,Identificador de canal
4258502,AGODA COMPANY PTE,16/1/2019,20/1/2019,DBLSTD,Cancelada,BB,X_BAR,16/8/2018,1,2/1/2019,,ONL,ONL,SG,XML
4360519,BOOKING.COM,16/1/2019,18/1/2019,DBLSTD,Cancelada,RO,X_BAR,15/9/2018,2,28/9/2018,,ONL,ONL,,XML
4537958,BOOKING.COM,16/1/2019,18/1/2019,DBLSTDST,Cancelada,RO,X_BAR,4/11/2018,2,6/11/2018,,ONL,ONL,,XML
4661080,SUNHOTELS,16/1/2019,21/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,10/12/2018,1,3/1/2019,,TTOO,NO,AE,EMAIL
4695949,ERICSSON,16/1/2019,17/1/2019,DBLSTD,Cancelada,RO,C_140/160R,21/12/2018,1,11/1/2019,5,CORP,UK,GB,EMAIL
4696753,BOOKING.COM,16/1/2019,18/1/2019,DBLSTD,Cancelada,RO,X_BAR,21/12/2018,1,21/12/2018,,ONL,ONL,,XML
4726835,TATE,16/1/2019,18/1/2019,DBLSTD,Cancelada,BB,C_155/175,2/1/2019,1,16/1/2019,,CORP,EMP,GB,EMAIL
4726836,TATE,16/1/2019,17/1/2019,DBLSTD,Cancelada,BB,C_155/175,2/1/2019,1,16/1/2019,,CORP,EMP,GB,EMAIL
4726838,TATE,16/1/2019,18/1/2019,DBLSTD,Cancelada,BB,C_155/175,2/1/2019,1,10/1/2019,,CORP,EMP,GB,EMAIL
4731237,HOTELBEDS SWITZERLAND AG,16/1/2019,21/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,3/1/2019,2,7/1/2019,,TTOO,NO,CH,EMAIL
4757897,SUNHOTELS,16/1/2019,18/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,8/1/2019,1,15/1/2019,,TTOO,NO,AE,EMAIL
4757900,SUNHOTELS,16/1/2019,18/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,8/1/2019,1,15/1/2019,,TTOO,NO,AE,EMAIL
4765320,DIRECT,16/1/2019,18/1/2019,DBLSTD,Cancelada,BB,B_BAR,9/1/2019,2,9/1/2019,,DIR,DIR,ES,EMAIL
4767564,BOOKING.COM,16/1/2019,18/1/2019,DBLSTD,Cancelada,RO,X_BAR,10/1/2019,1,13/1/2019,,ONL,ONL,,XML
4769744,CWT GLOBAL ESPAÑA,16/1/2019,17/1/2019,DBLSTD,No show,BB,C_160/180,10/1/2019,1,,,ONL,ONL,ES,WEB
4771047,TRAVELCLICK,16/1/2019,17/1/2019,DBLSTD,Cancelada,BB,C_160/180,10/1/2019,1,14/1/2019,,CORP,EMP,US,GDS
4774991,ACCESS BOOKINGS,16/1/2019,17/1/2019,DBLSTD,Cancelada,BB,C_138/158,11/1/2019,1,15/1/2019,5,CORP,EMP,GB,GDS
4790656,PREMIER BOOKING SERVICES,16/1/2019,17/1/2019,DBLSTD,Cancelada,BB,C_155/175,14/1/2019,1,15/1/2019,,CORP,EMP,GB,IMPLANT
4796455,IMG ARTISTS,16/1/2019,18/1/2019,DBLSTD,Cancelada,BB,C_155/175,15/1/2019,2,16/1/2019,5,CORP,EMP,GB,EMAIL
4061328,BOOKING.COM,17/1/2019,18/1/2019,DBLSTD,Cancelada,RO,X_BAR,18/6/2018,2,11/1/2019,,ONL,ONL,,XML
4386559,BOOKING.COM,17/1/2019,20/1/2019,DBLSTD,Cancelada,RO,X_BAR,23/9/2018,2,6/11/2018,,ONL,ONL,,XML
4387393,BOOKING.COM,17/1/2019,21/1/2019,DBLSTDST,Cancelada,BB,X_BAR,24/9/2018,2,7/10/2018,,ONL,ONL,,XML
4490661,TUI NEDERLAND N.V.,17/1/2019,20/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,22/10/2018,1,23/10/2018,,TTOO,HOL,NL,EMAIL
4544363,CHECK POINT SOFTWARE TECHNOLOGIES,17/1/2019,21/1/2019,DBLSTD,Cancelada,BB,C_155/175,6/11/2018,2,7/11/2018,5,CORP,EMP,IL,EMAIL
4582301,BOOKING.COM,17/1/2019,19/1/2019,DBLSTDST,Cancelada,BB,X_BAR,17/11/2018,1,22/11/2018,,ONL,ONL,,XML
4617848,BOOKING.COM,17/1/2019,20/1/2019,DBLSTDST,Cancelada,RO,X_BAR,26/11/2018,2,9/12/2018,,ONL,ONL,,XML
4620911,BOOKING.COM,17/1/2019,20/1/2019,DBLSTD,Cancelada,RO,X_BAR,27/11/2018,2,30/11/2018,,ONL,ONL,,XML
4620912,BOOKING.COM,17/1/2019,20/1/2019,DBLSTD,Cancelada,RO,X_BAR,27/11/2018,2,30/11/2018,,ONL,ONL,,XML
4628655,BOOKING.COM,17/1/2019,20/1/2019,DBLSTDST,Cancelada,BB,X_BAR,28/11/2018,2,10/12/2018,,ONL,ONL,,XML
4655894,BOOKING.COM,17/1/2019,18/1/2019,DBLSTD,Cancelada,RO,X_BAR,7/12/2018,1,6/1/2019,,ONL,ONL,,XML
4662332,BOOKING.COM,17/1/2019,18/1/2019,DBLSTD,Cancelada,BB,X_BAR,10/12/2018,2,12/12/2018,,ONL,ONL,,XML
4684155,EXPEDIA,17/1/2019,20/1/2019,DBLSTD,Cancelada,BB,X_BAR,17/12/2018,2,14/1/2019,,ONL,ONL,US,XML
4685258,BOOKING.COM,17/1/2019,19/1/2019,DBLSTD,Cancelada,BB,X_BAR,18/12/2018,1,11/1/2019,,ONL,ONL,,XML
4689982,CAPITA BUSINESS TRAVEL,17/1/2019,18/1/2019,DBLDLX,Cancelada,RO,B_BAR,19/12/2018,1,14/1/2019,2,CORP,EMP,GB,GDS
4726839,TATE,17/1/2019,19/1/2019,DBLSTD,Cancelada,BB,C_155/175,2/1/2019,1,14/1/2019,,CORP,EMP,GB,EMAIL
4742279,VOYAGE PRIVE FRANCIA,17/1/2019,21/1/2019,DBLDLX,No show,BB,BFL_VP_D18,5/1/2019,2,,,ONL,ONL,FR,EMAIL
4763490,EXPEDIA,17/1/2019,18/1/2019,DBLSTD,No show,BB,X_BAR_NR,9/1/2019,1,,,ONL,ONL,US,XML
4809042,HOTEL TONIGHT UK,17/1/2019,18/1/2019,DBLSTD,No show,RO,B_BAR_NR,17/1/2019,2,,,ONL,UK,GB,EMAIL
4810725,BOOKING.COM,17/1/2019,18/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,17/1/2019,1,18/1/2019,,ONL,ONL,NL,XML
4465785,HOTELBEDS SWITZERLAND AG,18/1/2019,25/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,15/10/2018,1,30/10/2018,,ONL,ONL,GB,ONL
4585198,TUI NEDERLAND N.V.,18/1/2019,21/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,19/11/2018,2,22/11/2018,,TTOO,HOL,NL,EMAIL
4615339,CLUB H10,18/1/2019,21/1/2019,DBLSTD,Cancelada,RO,W_BAR,25/11/2018,1,26/11/2018,,DIR,DIR,ES,WEB
4624451,CLUB H10,18/1/2019,22/1/2019,DBLSTD,Cancelada,RO,W_BAR,27/11/2018,1,28/11/2018,,DIR,DIR,ES,WEB
4635783,BOOKING.COM,18/1/2019,22/1/2019,DBLSTD,Cancelada,RO,X_BAR,30/11/2018,2,4/12/2018,,ONL,ONL,,XML
4649680,MOVIN' MUSIC,18/1/2019,20/1/2019,DBLSTD,Cancelada,BB,G_BASE_20,3/5/2018,1,5/12/2018,,CORP,EMP,GB,EMAIL
4651055,BOOKING.COM,18/1/2019,20/1/2019,DBLSTD,Cancelada,RO,X_BAR,5/12/2018,2,9/1/2019,,ONL,ONL,,XML
4655423,BOOKING.COM,18/1/2019,19/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,7/12/2018,1,19/12/2018,,ONL,ONL,,XML
4675181,WEB H10,18/1/2019,28/1/2019,DBLSTD,Cancelada,RO,W_BAR,14/12/2018,1,7/1/2019,,DIR,DIR,ES,WEB
4693917,IMG ARTISTS,18/1/2019,25/1/2019,DBLSTD,Cancelada,BB,C_155/175,20/12/2018,2,18/1/2019,5,CORP,EMP,GB,EMAIL
4724588,EXPEDIA,18/1/2019,20/1/2019,DBLSTDST,No show,RO,X_BAR,1/1/2019,1,,,ONL,ONL,US,XML
4727407,EXPEDIA,18/1/2019,19/1/2019,DBLSTD,Cancelada,RO,X_BAR,2/1/2019,1,14/1/2019,,ONL,ONL,US,XML
4731485,TRAVELCLICK,18/1/2019,21/1/2019,DBLSTD,Cancelada,RO,B_BAR,3/1/2019,1,11/1/2019,,CORP,UK,US,GDS
4249863,AGODA COMPANY PTE,19/1/2019,20/1/2019,DBLSTD,Cancelada,BB,X_BAR,13/8/2018,2,21/8/2018,,ONL,ONL,SG,XML
4357156,HOTELBEDS SWITZERLAND AG,19/1/2019,22/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,14/9/2018,2,17/9/2018,,TTOO,NO,CH,EMAIL
4389846,BOOKING.COM,19/1/2019,20/1/2019,DBLSTD,Cancelada,RO,X_BAR,24/9/2018,2,8/10/2018,,ONL,ONL,,XML
4512654,BOOKING.COM,19/1/2019,20/1/2019,DBLSTD,Cancelada,RO,X_BAR,27/10/2018,2,27/10/2018,,ONL,ONL,,XML
4522316,CLUB H10,19/1/2019,21/1/2019,DBLSTDST,Cancelada,RO,W_BAR,30/10/2018,2,20/11/2018,,DIR,DIR,ES,WEB
4595028,CLUB H10,19/1/2019,21/1/2019,DBLSTDST,Cancelada,RO,W_BAR,20/11/2018,2,22/11/2018,,DIR,DIR,ES,WEB
4604317,CLUB H10,19/1/2019,20/1/2019,DBLSUP,Cancelada,RO,W_BAR,22/11/2018,2,27/12/2018,,DIR,DIR,ES,WEB
4611895,WEB H10,19/1/2019,20/1/2019,DBLSTDST,Cancelada,RO,W_BAR,24/11/2018,2,30/12/2018,,DIR,DIR,ES,WEB
4703261,BOOKING.COM,19/1/2019,20/1/2019,DBLSTD,Cancelada,RO,X_BAR,24/12/2018,2,16/1/2019,,ONL,ONL,,XML
4810269,CLUB H10,19/1/2019,21/1/2019,DBLSTD,No show,RO,W_BAR_NR,17/1/2019,2,,,DIR,DIR,ES,WEB
4815980,DIRECT,19/1/2019,20/1/2019,DBLSTDST,Cancelada,BB,B_BAR,18/1/2019,2,18/1/2019,,DIR,DIR,ES,EMAIL
4816030,DIRECT,19/1/2019,20/1/2019,DBLSTDST,Cancelada,BB,B_BAR,18/1/2019,2,18/1/2019,,DIR,DIR,ES,EMAIL
4816781,BOOKING.COM,19/1/2019,20/1/2019,DBLSTD,Cancelada,RO,X_BAR_NR,18/1/2019,2,19/1/2019,,ONL,ONL,,XML
4381228,PREMIER BOOKING SERVICES,20/1/2019,21/1/2019,DBLSTD,No show,BB,C_155/175,21/9/2018,1,,5,CORP,EMP,GB,IMPLANT
4410281,BOOKING.COM,20/1/2019,27/1/2019,DBLDLX,Cancelada,RO,X_BAR,30/9/2018,2,30/9/2018,,ONL,ONL,,XML
4410307,CLUB H10,20/1/2019,27/1/2019,DBLDLX,Cancelada,RO,W_BAR,30/9/2018,2,30/9/2018,,DIR,DIR,ES,WEB
4410930,CLUB H10,20/1/2019,27/1/2019,DBLDLX,Cancelada,RO,W_BAR,30/9/2018,2,2/10/2018,,DIR,DIR,ES,WEB
4491409,BOOKING.COM,20/1/2019,22/1/2019,DBLSTD,Cancelada,RO,X_BAR,22/10/2018,2,4/12/2018,,ONL,ONL,,XML
4572459,OSIRIS EDUCATIONAL WOODHALL,20/1/2019,21/1/2019,DBLSTD,Cancelada,BB,C_155/175,14/11/2018,1,10/12/2018,5,CORP,EMP,GB,EMAIL
4632077,BOOKING.COM,20/1/2019,21/1/2019,DBLSTD,Cancelada,RO,X_BAR,29/11/2018,1,17/1/2019,,ONL,ONL,,XML
4639830,HOTELBEDS SWITZERLAND AG,20/1/2019,27/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,3/12/2018,1,15/1/2019,,TTOO,NO,CH,EMAIL
4668805,SUNHOTELS,20/1/2019,26/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,12/12/2018,1,11/1/2019,,TTOO,NO,AE,EMAIL
4693413,TATE,20/1/2019,23/1/2019,DBLSTD,No show,BB,C_155/175,20/12/2018,1,,5,CORP,EMP,GB,EMAIL
4783330,BOOKING.COM,20/1/2019,21/1/2019,DBLSTD,Cancelada,RO,X_BAR,12/1/2019,1,17/1/2019,,ONL,ONL,,XML
4800519,MIKI TRAVEL LTD.,20/1/2019,21/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,16/1/2019,2,17/1/2019,,TTOO,NO,GB,EMAIL
4381949,EXPEDIA,21/1/2019,22/1/2019,DBLSTD,Cancelada,RO,X_BAR,21/9/2018,2,22/9/2018,,ONL,ONL,US,XML
4611905,MIKI TRAVEL LTD.,21/1/2019,23/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,24/11/2018,2,15/1/2019,,TTOO,NO,GB,EMAIL
4611906,MIKI TRAVEL LTD.,21/1/2019,23/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,24/11/2018,1,15/1/2019,,TTOO,NO,GB,EMAIL
4625426,RTS,21/1/2019,24/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,28/11/2018,2,28/11/2018,,TTOO,ASIA,CN,EMAIL
4640542,EXPEDIA,21/1/2019,22/1/2019,DBLSTD,Cancelada,RO,X_BAR,3/12/2018,1,15/1/2019,,ONL,ONL,US,XML
4646641,BOOKING.COM,21/1/2019,22/1/2019,DBLSTD,Cancelada,BB,X_BAR,4/12/2018,1,14/1/2019,,ONL,ONL,,XML
4665095,CLUB H10,21/1/2019,28/1/2019,DBLSUP,Cancelada,RO,W_BAR,11/12/2018,1,21/1/2019,,DIR,DIR,ES,WEB
4689976,CAPITA BUSINESS TRAVEL,21/1/2019,22/1/2019,DBLSTD,Cancelada,BB,C_163/183,19/12/2018,1,10/1/2019,2,CORP,EMP,GB,GDS
4695998,TRAVELCLICK,21/1/2019,22/1/2019,DBLSTD,Cancelada,BB,B_BAR,21/12/2018,1,8/1/2019,,CORP,EMP,US,GDS
4731348,VOYAGE PRIVE FRANCIA,21/1/2019,23/1/2019,DBLDLX,No show,BB,BFL_VP_D18,3/1/2019,2,,,ONL,ONL,FR,EMAIL
4757219,FLIGHT CENTRE UK Ltd,21/1/2019,24/1/2019,DBLSTD,Cancelada,BB,C_155/175,8/1/2019,1,9/1/2019,5,CORP,EMP,GB,GDS
4757387,TRAVELCLICK,21/1/2019,22/1/2019,DBLSTD,Cancelada,RO,B_BAR,8/1/2019,1,9/1/2019,,CORP,EMP,US,GDS
4826047,PREMIER BOOKING SERVICES,21/1/2019,22/1/2019,DBLSTD,No show,BB,C_155/175,21/1/2019,1,,5,CORP,EMP,GB,IMPLANT
4297498,REDFERN TRAVEL,22/1/2019,23/1/2019,DBLSTD,Cancelada,BB,B_BAR,28/8/2018,1,21/1/2019,,CORP,UK,GB,EMAIL
4451412,CLUB H10,22/1/2019,27/1/2019,DBLSTD,Cancelada,RO,W_BAR,11/10/2018,2,11/10/2018,,DIR,DIR,ES,WEB
4569174,BOOKING.COM,22/1/2019,24/1/2019,DBLSTD,Cancelada,RO,X_BAR,13/11/2018,1,20/12/2018,,ONL,ONL,,XML
4637304,BOOKING.COM,22/1/2019,24/1/2019,DBLSTD,Cancelada,RO,X_BAR,1/12/2018,1,1/12/2018,,ONL,ONL,,XML
4644331,FLIGHT CENTRE UK Ltd,22/1/2019,23/1/2019,DBLSTD,Cancelada,BB,C_155/175,4/12/2018,1,3/1/2019,5,CORP,EMP,GB,GDS
4651488,HOTELBEDS SWITZERLAND AG,22/1/2019,25/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,6/12/2018,2,11/1/2019,,TTOO,NO,CH,EMAIL
4665089,V.EL CORTE INGLES,22/1/2019,25/1/2019,DBLSTD,Cancelada,BB,B_BAR,11/12/2018,1,12/12/2018,,CORP,EMP,ES,GDS
4668746,V.EL CORTE INGLES,22/1/2019,25/1/2019,DBLSTD,Cancelada,BB,C_170/190,12/12/2018,1,12/12/2018,5,CORP,EMP,ES,GDS
4671915,V.EL CORTE INGLES,22/1/2019,25/1/2019,DBLSTD,Cancelada,RO,C_180/200R,13/12/2018,1,21/1/2019,5,CORP,EMP,ES,GDS
4671919,V.EL CORTE INGLES,22/1/2019,25/1/2019,DBLSTD,Cancelada,RO,C_180/200R,13/12/2018,1,21/1/2019,5,CORP,EMP,ES,GDS
4672697,V.EL CORTE INGLES,22/1/2019,27/1/2019,DBLSTD,Cancelada,BB,C_180/200,13/12/2018,1,14/12/2018,5,CORP,EMP,ES,GDS
4672762,TRAVELCLICK,22/1/2019,3/2/2019,DBLSTD,Cancelada,RO,C_180/200R,13/12/2018,1,3/1/2019,,CORP,EMP,US,GDS
4676987,TRADEXFIRM INTERNATIONAL,22/1/2019,24/1/2019,DBLSTD,Cancelada,BB,C_170/190,14/12/2018,1,31/12/2018,5,CORP,EMP,GB,EMAIL
4681987,HRS PAYMENT SOLUTIONS GMBH,22/1/2019,23/1/2019,DBLSTD,Cancelada,BB,C_165/185,17/12/2018,1,14/1/2019,,TTOO,UK,DE,EMAIL
4682446,FLIGHT CENTRE UK Ltd,22/1/2019,23/1/2019,DBLSTD,Cancelada,BB,C_155/175,17/12/2018,1,20/12/2018,,CORP,UK,GB,GDS
4682554,CAPITA BUSINESS TRAVEL,22/1/2019,23/1/2019,DBLSTD,Cancelada,BB,C_163/183,17/12/2018,1,22/1/2019,5,CORP,UK,GB,GDS
4706399,FLIGHT CENTRE UK Ltd,22/1/2019,24/1/2019,DBLSTD,Cancelada,BB,C_180/200,26/12/2018,1,26/12/2018,,CORP,EMP,GB,GDS
4732736,BUNDESVERWALTUNGSAMT HAMM,22/1/2019,23/1/2019,DBLSTD,Cancelada,BB,C_160/180,3/1/2019,1,10/1/2019,,CORP,GER,DE,GDS
4802530,HOTELBEDS SWITZERLAND AG,22/1/2019,23/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,16/1/2019,1,17/1/2019,,TTOO,NO,CH,EMAIL
4262629,REDFERN TRAVEL,23/1/2019,24/1/2019,DBLSTD,Cancelada,RO,B_BAR,17/8/2018,1,8/1/2019,,CORP,UK,GB,GDS
4262630,REDFERN TRAVEL,23/1/2019,24/1/2019,DBLSTD,Cancelada,RO,B_BAR,17/8/2018,1,8/1/2019,,CORP,UK,GB,GDS
4443127,TRAVELCLICK,23/1/2019,24/1/2019,DBLSTD,Cancelada,RO,B_BAR,9/10/2018,1,24/12/2018,5,CORP,EMP,US,GDS
4451207,BOOKING.COM,23/1/2019,24/1/2019,DBLSTD,Cancelada,RO,X_BAR,10/10/2018,1,11/10/2018,,ONL,ONL,,XML
4500650,CLICK TRAVEL,23/1/2019,24/1/2019,DBLSTD,Cancelada,RO,B_BAR,24/10/2018,1,21/1/2019,1,CORP,UK,GB,EMAIL
4537981,EXPEDIA,23/1/2019,25/1/2019,DBLSTD,Cancelada,RO,X_BAR,4/11/2018,2,23/1/2019,,ONL,ONL,US,XML
4558960,BOOKING.COM,23/1/2019,24/1/2019,DBLSTD,No show,RO,X_BAR_NR,10/11/2018,2,,,ONL,ONL,,XML
4564377,AGODA COMPANY PTE,23/1/2019,26/1/2019,DBLSTD,Cancelada,RO,X_BAR,12/11/2018,1,9/12/2018,,ONL,ONL,SG,XML
4579289,"CLARITY MEDICAL SYSTEMS,",23/1/2019,24/1/2019,DBLSTD,Cancelada,RO,B_BAR,16/11/2018,1,22/1/2019,,CORP,UK,US,EMAIL
4661471,HRS,23/1/2019,24/1/2019,DBLSTD,Cancelada,BB,C_160/180,10/12/2018,1,17/12/2018,,ONL,ONL,DE,EMAIL
4689989,CAPITA BUSINESS TRAVEL,23/1/2019,25/1/2019,DBLSTD,Cancelada,BB,C_163/183,19/12/2018,1,9/1/2019,2,CORP,EMP,GB,GDS
4693688,FLIGHT CENTRE UK Ltd,23/1/2019,24/1/2019,DBLSTD,Cancelada,BB,C_155/175,20/12/2018,1,8/1/2019,,CORP,EMP,GB,GDS
4765199,CAPITA BUSINESS TRAVEL,23/1/2019,24/1/2019,DBLSTD,Cancelada,BB,C_163/183,9/1/2019,1,22/1/2019,2,CORP,UK,GB,GDS
4780608,CAPITA BUSINESS TRAVEL,23/1/2019,24/1/2019,DBLSTD,Cancelada,BB,C_163/183,12/1/2019,1,21/1/2019,,CORP,UK,GB,EMAIL
4825650,MACCREANOR LAVINGTON,23/1/2019,25/1/2019,DBLSTD,Cancelada,BB,C_165/185,21/1/2019,1,22/1/2019,5,CORP,EMP,NL,EMAIL
4833805,COMPANIES,23/1/2019,24/1/2019,DBLSTD,Cancelada,BB,C_150/170,22/1/2019,1,23/1/2019,5,CORP,UK,ES,EMAIL
4472731,V.EL CORTE INGLES,24/1/2019,28/1/2019,DBLSTD,Cancelada,BB,X_BAR,17/10/2018,2,18/10/2018,,ONL,ONL,ES,XML
4472732,V.EL CORTE INGLES,24/1/2019,28/1/2019,DBLSTD,Cancelada,BB,X_BAR,17/10/2018,2,17/10/2018,,ONL,ONL,ES,XML
4472871,TRAVEL REPUBLIC,24/1/2019,28/1/2019,DBLSTD,Cancelada,BB,X_BAR,17/10/2018,1,17/10/2018,,ONL,ONL,GB,XML
4472872,TRAVEL REPUBLIC,24/1/2019,28/1/2019,DBLSTD,Cancelada,BB,X_BAR,17/10/2018,1,17/10/2018,,ONL,ONL,GB,XML
4478636,V.EL CORTE INGLES,24/1/2019,28/1/2019,DBLSTD,Cancelada,BB,X_BAR,18/10/2018,2,12/11/2018,,ONL,ONL,ES,XML
4478637,V.EL CORTE INGLES,24/1/2019,28/1/2019,DBLSTD,Cancelada,BB,X_BAR,18/10/2018,2,12/11/2018,,ONL,ONL,ES,XML
4656581,EXPEDIA,24/1/2019,30/1/2019,DBLSTD,Cancelada,RO,X_BAR,7/12/2018,1,9/1/2019,,ONL,ONL,US,XML
4776383,CLUB H10,24/1/2019,25/1/2019,DBLSTD,Cancelada,RO,W_BAR,11/1/2019,2,22/1/2019,,DIR,DIR,ES,WEB
4776384,CLUB H10,24/1/2019,25/1/2019,DBLSTD,Cancelada,RO,W_BAR,11/1/2019,1,22/1/2019,,DIR,DIR,ES,WEB
4795625,MIKI TRAVEL LTD.,24/1/2019,25/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,15/1/2019,1,23/1/2019,,TTOO,NO,GB,EMAIL
4294228,BOOKING.COM,25/1/2019,27/1/2019,DBLSTDST,Cancelada,BB,X_BAR,27/8/2018,2,27/8/2018,,ONL,ONL,,XML
4296497,BOOKING.COM,25/1/2019,27/1/2019,DBLSTD,Cancelada,RO,X_BAR,28/8/2018,2,7/11/2018,,ONL,ONL,,XML
4296498,BOOKING.COM,25/1/2019,27/1/2019,DBLSTD,Cancelada,RO,X_BAR,28/8/2018,2,7/9/2018,,ONL,ONL,,XML
4296499,BOOKING.COM,25/1/2019,27/1/2019,DBLSTD,Cancelada,RO,X_BAR,28/8/2018,2,7/9/2018,,ONL,ONL,,XML
4296500,BOOKING.COM,25/1/2019,27/1/2019,DBLSTD,Cancelada,RO,X_BAR,28/8/2018,2,1/10/2018,,ONL,ONL,,XML
4440407,MIKI TRAVEL LTD.,25/1/2019,27/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,8/10/2018,2,25/10/2018,,TTOO,NO,GB,EMAIL
4448713,BOOKING.COM,25/1/2019,27/1/2019,DBLSTD,Cancelada,RO,X_BAR,10/10/2018,2,21/1/2019,,ONL,ONL,,XML
4495242,BOOKING.COM,25/1/2019,26/1/2019,DBLSTD,Cancelada,RO,X_BAR,23/10/2018,2,24/10/2018,,ONL,ONL,,XML
4516997,BOOKING.COM,25/1/2019,26/1/2019,DBLSTD,Cancelada,RO,X_BAR,29/10/2018,2,30/10/2018,,ONL,ONL,,XML
4522318,CLUB H10,25/1/2019,26/1/2019,TPLSTD,Cancelada,RO,W_BAR,30/10/2018,3,30/10/2018,,DIR,DIR,ES,WEB
4602024,MIKI TRAVEL LTD.,25/1/2019,29/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,22/11/2018,1,17/12/2018,,TTOO,NO,GB,EMAIL
4625488,BOOKING.COM,25/1/2019,27/1/2019,DBLSTDST,Cancelada,BB,X_BAR,28/11/2018,2,9/1/2019,,ONL,ONL,,XML
4644081,TUI NEDERLAND N.V.,25/1/2019,27/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,4/12/2018,2,6/12/2018,,TTOO,HOL,NL,EMAIL
4647493,BOOKING.COM,25/1/2019,27/1/2019,DBLSTD,Cancelada,RO,X_BAR,5/12/2018,1,21/12/2018,,ONL,ONL,,XML
4652193,RED LETTER DAYS,25/1/2019,26/1/2019,DBLSTD,No show,BB,BFL_RED,6/12/2018,2,,,ONL,ONL,GB,EMAIL
4654603,BONGO,25/1/2019,27/1/2019,DBLSTD,Cancelada,BB,BFL_BNG199,7/12/2018,2,25/1/2019,,ONL,ONL,IE,EMAIL
4693411,TATE,25/1/2019,28/1/2019,DBLSTD,Cancelada,BB,C_155/175,20/12/2018,1,23/1/2019,5,CORP,EMP,GB,EMAIL
4727862,BOOKING.COM,25/1/2019,29/1/2019,DBLSTD,Cancelada,RO,X_BAR,2/1/2019,1,3/1/2019,,ONL,ONL,,XML
4742163,SENSATIONS DU MONDE,25/1/2019,27/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,5/1/2019,2,15/1/2019,,TTOO,FRA,FR,EMAIL
4749765,VOYAGE PRIVE FRANCIA,25/1/2019,27/1/2019,DBLDLX,No show,BB,BFL_VP_D18,7/1/2019,2,,,ONL,ONL,FR,EMAIL
4786686,BOOKING.COM,25/1/2019,27/1/2019,DBLSTD,No show,RO,X_BAR_NR,13/1/2019,2,,,ONL,ONL,,XML
4800289,DE JONG INTRA,25/1/2019,28/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,16/1/2019,2,16/1/2019,,TTOO,HOL,NL,EMAIL
4800303,DE JONG INTRA,25/1/2019,28/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,16/1/2019,2,16/1/2019,,TTOO,HOL,NL,EMAIL
4800305,DE JONG INTRA,25/1/2019,28/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,16/1/2019,2,16/1/2019,,TTOO,HOL,NL,EMAIL
4826015,CLUB H10,25/1/2019,26/1/2019,DBLSTD,Cancelada,RO,W_BAR,21/1/2019,2,24/1/2019,1,DIR,DIR,ES,WEB
4436622,BOOKING.COM,26/1/2019,27/1/2019,DBLSTD,Cancelada,RO,X_BAR,7/10/2018,2,17/10/2018,,ONL,ONL,,XML
4535551,SUNHOTELS,26/1/2019,30/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,3/11/2018,2,20/11/2018,,TTOO,NO,AE,EMAIL
4587010,MIKI TRAVEL LTD.,26/1/2019,29/1/2019,DBLSTD__2,Cancelada,BB,F_W18_S19,19/11/2018,2,22/11/2018,,TTOO,NO,GB,EMAIL
4587381,HRS,26/1/2019,30/1/2019,DBLSTD,Cancelada,RO,B_BAR,19/11/2018,1,19/11/2018,,ONL,ONL,DE,EMAIL
4587453,HRS PAYMENT SOLUTIONS GMBH,26/1/2019,30/1/2019,DBLSTD,No show,RO,X_BAR,19/11/2018,1,,,ONL,ONL,DE,XML
4601500,HOTELBEDS SWITZERLAND AG,26/1/2019,29/1/2019,DBLSTD,Cancelada,BB,F_W18_S19,22/11/2018,1,17/12/2018,,TTOO,NO,CH,EMAIL
